source_slug,source_name,target_slug,target_name,severity,mechanism,source,confidence,needs_review,evidence
abiraterona-acetato-cancer-prostata,Abiraterona,cloridrato-de-propranolol,Cloridrato de Propranolol,warning,Interferência em CYP2D6 e resposta analgésica,interactions_text,high,false,"Abiraterona inibe CYP2D6 e CYP2C8, podendo aumentar níveis de metoprolol, propranolol, carvedilol, antidepressivos tricíclicos, antipsicóticos, flecainida, propafenona, codeína, tramadol, pioglitazona e repaglinida."
abiraterona-acetato-cancer-prostata,Abiraterona,codeina-opioide-analgesico-isolado,Codeína,warning,Interferência em CYP2D6 e resposta analgésica,interactions_text,high,false,"Abiraterona inibe CYP2D6 e CYP2C8, podendo aumentar níveis de metoprolol, propranolol, carvedilol, antidepressivos tricíclicos, antipsicóticos, flecainida, propafenona, codeína, tramadol, pioglitazona e repaglinida."
abiraterona-acetato-cancer-prostata,Abiraterona,espironolactona,Espironolactona,warning,Interação medicamentosa documentada no Bulário,interactions_text,high,false,"Espironolactona pode ter atividade androgênica/paradoxal e deve ser evitada em alguns protocolos; preferir alternativas conforme oncologia."
abiraterona-acetato-cancer-prostata,Abiraterona,espironolactona-uso-dermatologico-antiandrogenico,Espironolactona Dermatológica,warning,Interação medicamentosa documentada no Bulário,interactions_text,high,false,"Espironolactona pode ter atividade androgênica/paradoxal e deve ser evitada em alguns protocolos; preferir alternativas conforme oncologia."
abiraterona-acetato-cancer-prostata,Abiraterona,fenitoina,Fenitoína,warning,Interação medicamentosa documentada no Bulário,interactions_text,high,false,"Indutores fortes de CYP3A4, como rifampicina, carbamazepina, fenitoína, fenobarbital e Hypericum perforatum, podem reduzir exposição e eficácia."
abiraterona-acetato-cancer-prostata,Abiraterona,fenobarbital,Fenobarbital,warning,Interação medicamentosa documentada no Bulário,interactions_text,high,false,"Indutores fortes de CYP3A4, como rifampicina, carbamazepina, fenitoína, fenobarbital e Hypericum perforatum, podem reduzir exposição e eficácia."
abiraterona-acetato-cancer-prostata,Abiraterona,flecainida,Flecainida,warning,Interferência em CYP2D6 e resposta analgésica,interactions_text,high,false,"Abiraterona inibe CYP2D6 e CYP2C8, podendo aumentar níveis de metoprolol, propranolol, carvedilol, antidepressivos tricíclicos, antipsicóticos, flecainida, propafenona, codeína, tramadol, pioglitazona e repaglinida."
abiraterona-acetato-cancer-prostata,Abiraterona,metoprolol-succinato,Metoprolol Succinato,warning,Interferência em CYP2D6 e resposta analgésica,interactions_text,high,false,"Abiraterona inibe CYP2D6 e CYP2C8, podendo aumentar níveis de metoprolol, propranolol, carvedilol, antidepressivos tricíclicos, antipsicóticos, flecainida, propafenona, codeína, tramadol, pioglitazona e repaglinida."
abiraterona-acetato-cancer-prostata,Abiraterona,paracetamol-fosfato-de-codeina,Paracetamol + Fosfato de Codeína,warning,Interferência em CYP2D6 e resposta analgésica,interactions_text,high,false,"Abiraterona inibe CYP2D6 e CYP2C8, podendo aumentar níveis de metoprolol, propranolol, carvedilol, antidepressivos tricíclicos, antipsicóticos, flecainida, propafenona, codeína, tramadol, pioglitazona e repaglinida."
abiraterona-acetato-cancer-prostata,Abiraterona,pioglitazona,Pioglitazona,warning,Interferência em CYP2D6 e resposta analgésica,interactions_text,high,false,"Abiraterona inibe CYP2D6 e CYP2C8, podendo aumentar níveis de metoprolol, propranolol, carvedilol, antidepressivos tricíclicos, antipsicóticos, flecainida, propafenona, codeína, tramadol, pioglitazona e repaglinida."
abiraterona-acetato-cancer-prostata,Abiraterona,prednisolona,Prednisolona,warning,Interação medicamentosa documentada no Bulário,interactions_text,high,false,Prednisona ou prednisolona é usada em associação para reduzir efeitos mineralocorticoides.
abiraterona-acetato-cancer-prostata,Abiraterona,prednisona,Prednisona,warning,Interação medicamentosa documentada no Bulário,interactions_text,high,false,Prednisona ou prednisolona é usada em associação para reduzir efeitos mineralocorticoides.
abiraterona-acetato-cancer-prostata,Abiraterona,propafenona,Propafenona,warning,Interferência em CYP2D6 e resposta analgésica,interactions_text,high,false,"Abiraterona inibe CYP2D6 e CYP2C8, podendo aumentar níveis de metoprolol, propranolol, carvedilol, antidepressivos tricíclicos, antipsicóticos, flecainida, propafenona, codeína, tramadol, pioglitazona e repaglinida."
abiraterona-acetato-cancer-prostata,Abiraterona,propranolol,Propranolol,warning,Interferência em CYP2D6 e resposta analgésica,interactions_text,high,false,"Abiraterona inibe CYP2D6 e CYP2C8, podendo aumentar níveis de metoprolol, propranolol, carvedilol, antidepressivos tricíclicos, antipsicóticos, flecainida, propafenona, codeína, tramadol, pioglitazona e repaglinida."
abiraterona-acetato-cancer-prostata,Abiraterona,repaglinida,Repaglinida,warning,Interferência em CYP2D6 e resposta analgésica,interactions_text,high,false,"Abiraterona inibe CYP2D6 e CYP2C8, podendo aumentar níveis de metoprolol, propranolol, carvedilol, antidepressivos tricíclicos, antipsicóticos, flecainida, propafenona, codeína, tramadol, pioglitazona e repaglinida."
abiraterona-acetato-cancer-prostata,Abiraterona,rifampicina,Rifampicina,warning,Interação medicamentosa documentada no Bulário,interactions_text,high,false,"Indutores fortes de CYP3A4, como rifampicina, carbamazepina, fenitoína, fenobarbital e Hypericum perforatum, podem reduzir exposição e eficácia."
abiraterona-acetato-cancer-prostata,Abiraterona,tramadol-cloridrato,Tramadol Cloridrato,warning,Interferência em CYP2D6 e resposta analgésica,interactions_text,high,false,"Abiraterona inibe CYP2D6 e CYP2C8, podendo aumentar níveis de metoprolol, propranolol, carvedilol, antidepressivos tricíclicos, antipsicóticos, flecainida, propafenona, codeína, tramadol, pioglitazona e repaglinida."
abiraterona-acetato-cancer-prostata,Abiraterona,associacao-latanoprosta-timolol-glaucoma-oftalmico,Latanoprosta + Timolol,warning,Risco de hipercalemia,class_rule,medium,true,Regra por classe: IECA/BRA + poupador de potássio/potássio.
abiraterona-acetato-cancer-prostata,Abiraterona,associacao-sacubitril-valsartana,Sacubitril + Valsartana,warning,Risco de hipercalemia,class_rule,medium,true,Regra por classe: IECA/BRA + poupador de potássio/potássio.
abiraterona-acetato-cancer-prostata,Abiraterona,atenolol,Atenolol,warning,Risco de hipercalemia,class_rule,medium,true,Regra por classe: IECA/BRA + poupador de potássio/potássio.
abiraterona-acetato-cancer-prostata,Abiraterona,bimatoprost,Bimatoprost,warning,Risco de hipercalemia,class_rule,medium,true,Regra por classe: IECA/BRA + poupador de potássio/potássio.
abiraterona-acetato-cancer-prostata,Abiraterona,candesartana-cilexetila,Candesartana Cilexetila,warning,Risco de hipercalemia,class_rule,medium,true,Regra por classe: IECA/BRA + poupador de potássio/potássio.
abiraterona-acetato-cancer-prostata,Abiraterona,captopril,Captopril,warning,Risco de hipercalemia,class_rule,medium,true,Regra por classe: IECA/BRA + poupador de potássio/potássio.
abiraterona-acetato-cancer-prostata,Abiraterona,cilazapril,Cilazapril,warning,Risco de hipercalemia,class_rule,medium,true,Regra por classe: IECA/BRA + poupador de potássio/potássio.
abiraterona-acetato-cancer-prostata,Abiraterona,cilostazol,Cilostazol,warning,Risco de hipercalemia,class_rule,medium,true,Regra por classe: IECA/BRA + poupador de potássio/potássio.
abiraterona-acetato-cancer-prostata,Abiraterona,ciprofibrato,Ciprofibrato,warning,Risco de hipercalemia,class_rule,medium,true,Regra por classe: IECA/BRA + poupador de potássio/potássio.
abiraterona-acetato-cancer-prostata,Abiraterona,clotrimazol,Clotrimazol,warning,Risco de hipercalemia,class_rule,medium,true,Regra por classe: IECA/BRA + poupador de potássio/potássio.
abiraterona-acetato-cancer-prostata,Abiraterona,componente-sacubitril-isolado,Sacubitril,warning,Risco de hipercalemia,class_rule,medium,true,Regra por classe: IECA/BRA + poupador de potássio/potássio.
abiraterona-acetato-cancer-prostata,Abiraterona,desmopressina-acetato,Desmopressina Acetato,warning,Risco de hipercalemia,class_rule,medium,true,Regra por classe: IECA/BRA + poupador de potássio/potássio.
abiraterona-acetato-cancer-prostata,Abiraterona,dexametasona,Dexametasona,warning,Risco de hipercalemia,class_rule,medium,true,Regra por classe: IECA/BRA + poupador de potássio/potássio.
abiraterona-acetato-cancer-prostata,Abiraterona,dexmedetomidina,Dexmedetomidina,warning,Risco de hipercalemia,class_rule,medium,true,Regra por classe: IECA/BRA + poupador de potássio/potássio.
abiraterona-acetato-cancer-prostata,Abiraterona,digoxina,Digoxina,warning,Risco de hipercalemia,class_rule,medium,true,Regra por classe: IECA/BRA + poupador de potássio/potássio.
abiraterona-acetato-cancer-prostata,Abiraterona,diltiazem-cloridrato,Diltiazem Cloridrato,warning,Risco de hipercalemia,class_rule,medium,true,Regra por classe: IECA/BRA + poupador de potássio/potássio.
abiraterona-acetato-cancer-prostata,Abiraterona,donepezila-cloridrato,Donepezila Cloridrato,warning,Risco de hipercalemia,class_rule,medium,true,Regra por classe: IECA/BRA + poupador de potássio/potássio.
abiraterona-acetato-cancer-prostata,Abiraterona,doxiciclina,Doxiciclina,warning,Risco de hipercalemia,class_rule,medium,true,Regra por classe: IECA/BRA + poupador de potássio/potássio.
abiraterona-acetato-cancer-prostata,Abiraterona,enalapril-maleato,Enalapril Maleato,warning,Risco de hipercalemia,class_rule,medium,true,Regra por classe: IECA/BRA + poupador de potássio/potássio.
abiraterona-acetato-cancer-prostata,Abiraterona,eplerenona,Eplerenona,warning,Risco de hipercalemia,class_rule,medium,true,Regra por classe: IECA/BRA + poupador de potássio/potássio.
abiraterona-acetato-cancer-prostata,Abiraterona,esmolol,Esmolol,warning,Risco de hipercalemia,class_rule,medium,true,Regra por classe: IECA/BRA + poupador de potássio/potássio.
abiraterona-acetato-cancer-prostata,Abiraterona,ezetimiba,Ezetimiba,warning,Risco de hipercalemia,class_rule,medium,true,Regra por classe: IECA/BRA + poupador de potássio/potássio.
abiraterona-acetato-cancer-prostata,Abiraterona,fenofibrato,Fenofibrato,warning,Risco de hipercalemia,class_rule,medium,true,Regra por classe: IECA/BRA + poupador de potássio/potássio.
abiraterona-acetato-cancer-prostata,Abiraterona,fumarato-de-bisoprolol,Fumarato de Bisoprolol,warning,Risco de hipercalemia,class_rule,medium,true,Regra por classe: IECA/BRA + poupador de potássio/potássio.
abiraterona-acetato-cancer-prostata,Abiraterona,galantamina,Galantamina,warning,Risco de hipercalemia,class_rule,medium,true,Regra por classe: IECA/BRA + poupador de potássio/potássio.
abiraterona-acetato-cancer-prostata,Abiraterona,ivabradina,Ivabradina,warning,Risco de hipercalemia,class_rule,medium,true,Regra por classe: IECA/BRA + poupador de potássio/potássio.
abiraterona-acetato-cancer-prostata,Abiraterona,labetalol,Labetalol,warning,Risco de hipercalemia,class_rule,medium,true,Regra por classe: IECA/BRA + poupador de potássio/potássio.
abiraterona-acetato-cancer-prostata,Abiraterona,latanoprosta,Latanoprosta,warning,Risco de hipercalemia,class_rule,medium,true,Regra por classe: IECA/BRA + poupador de potássio/potássio.
abiraterona-acetato-cancer-prostata,Abiraterona,lisinopril,Lisinopril,warning,Risco de hipercalemia,class_rule,medium,true,Regra por classe: IECA/BRA + poupador de potássio/potássio.
abiraterona-acetato-cancer-prostata,Abiraterona,litio,Lítio,warning,Risco de hipercalemia,class_rule,medium,true,Regra por classe: IECA/BRA + poupador de potássio/potássio.
abiraterona-acetato-cancer-prostata,Abiraterona,losartana-potassica,Losartana Potássica,warning,Risco de hipercalemia,class_rule,medium,true,Regra por classe: IECA/BRA + poupador de potássio/potássio.
abiraterona-acetato-cancer-prostata,Abiraterona,nebivolol,Nebivolol,warning,Risco de hipercalemia,class_rule,medium,true,Regra por classe: IECA/BRA + poupador de potássio/potássio.
abiraterona-acetato-cancer-prostata,Abiraterona,neostigmina,Neostigmina,warning,Risco de hipercalemia,class_rule,medium,true,Regra por classe: IECA/BRA + poupador de potássio/potássio.
abiraterona-acetato-cancer-prostata,Abiraterona,octreotida,Octreotida,warning,Risco de hipercalemia,class_rule,medium,true,Regra por classe: IECA/BRA + poupador de potássio/potássio.
abiraterona-acetato-cancer-prostata,Abiraterona,olmesartana-medoxomila,Olmesartana Medoxomila,warning,Risco de hipercalemia,class_rule,medium,true,Regra por classe: IECA/BRA + poupador de potássio/potássio.
abiraterona-acetato-cancer-prostata,Abiraterona,perindopril,Perindopril,warning,Risco de hipercalemia,class_rule,medium,true,Regra por classe: IECA/BRA + poupador de potássio/potássio.
abiraterona-acetato-cancer-prostata,Abiraterona,propofol,Propofol,warning,Risco de hipercalemia,class_rule,medium,true,Regra por classe: IECA/BRA + poupador de potássio/potássio.
abiraterona-acetato-cancer-prostata,Abiraterona,ramipril,Ramipril,warning,Risco de hipercalemia,class_rule,medium,true,Regra por classe: IECA/BRA + poupador de potássio/potássio.
abiraterona-acetato-cancer-prostata,Abiraterona,rivastigmina,Rivastigmina,warning,Risco de hipercalemia,class_rule,medium,true,Regra por classe: IECA/BRA + poupador de potássio/potássio.
abiraterona-acetato-cancer-prostata,Abiraterona,sevoflurano,Sevoflurano,warning,Risco de hipercalemia,class_rule,medium,true,Regra por classe: IECA/BRA + poupador de potássio/potássio.
abiraterona-acetato-cancer-prostata,Abiraterona,sotalol,Sotalol,warning,Risco de hipercalemia,class_rule,medium,true,Regra por classe: IECA/BRA + poupador de potássio/potássio.
abiraterona-acetato-cancer-prostata,Abiraterona,sugamadex,Sugamadex,warning,Risco de hipercalemia,class_rule,medium,true,Regra por classe: IECA/BRA + poupador de potássio/potássio.
abiraterona-acetato-cancer-prostata,Abiraterona,sulfato-de-atropina,Sulfato de Atropina,warning,Risco de hipercalemia,class_rule,medium,true,Regra por classe: IECA/BRA + poupador de potássio/potássio.
abiraterona-acetato-cancer-prostata,Abiraterona,suxametonio,Suxametônio,warning,Risco de hipercalemia,class_rule,medium,true,Regra por classe: IECA/BRA + poupador de potássio/potássio.
abiraterona-acetato-cancer-prostata,Abiraterona,telmisartana,Telmisartana,warning,Risco de hipercalemia,class_rule,medium,true,Regra por classe: IECA/BRA + poupador de potássio/potássio.
abiraterona-acetato-cancer-prostata,Abiraterona,ticagrelor,Ticagrelor,warning,Risco de hipercalemia,class_rule,medium,true,Regra por classe: IECA/BRA + poupador de potássio/potássio.
abiraterona-acetato-cancer-prostata,Abiraterona,timolol-maleato,Timolol Maleato,warning,Risco de hipercalemia,class_rule,medium,true,Regra por classe: IECA/BRA + poupador de potássio/potássio.
abiraterona-acetato-cancer-prostata,Abiraterona,tobramicina,Tobramicina,warning,Risco de hipercalemia,class_rule,medium,true,Regra por classe: IECA/BRA + poupador de potássio/potássio.
abiraterona-acetato-cancer-prostata,Abiraterona,tobramicina-dexametasona,Tobramicina + Dexametasona,warning,Risco de hipercalemia,class_rule,medium,true,Regra por classe: IECA/BRA + poupador de potássio/potássio.
abiraterona-acetato-cancer-prostata,Abiraterona,valsartana,Valsartana,warning,Risco de hipercalemia,class_rule,medium,true,Regra por classe: IECA/BRA + poupador de potássio/potássio.
acarbose,Acarbose,carvao-ativado,Carvão Ativado,warning,Interação medicamentosa documentada no Bulário,interactions_text,high,false,"Adsorventes intestinais, como carvão ativado, e preparações com enzimas digestivas, como amilase e pancreatina, podem reduzir efeito da acarbose."
acarbose,Acarbose,digoxina,Digoxina,warning,Interação medicamentosa documentada no Bulário,interactions_text,high,false,Digoxina pode ter absorção/níveis alterados.
acarbose,Acarbose,glibenclamida,Glibenclamida,warning,Interação medicamentosa documentada no Bulário,interactions_text,high,false,"Insulina, glibenclamida, gliclazida, glimepirida, repaglinida e outros secretagogos aumentam risco de hipoglicemia quando associados."
acarbose,Acarbose,gliclazida,Gliclazida,warning,Interação medicamentosa documentada no Bulário,interactions_text,high,false,"Insulina, glibenclamida, gliclazida, glimepirida, repaglinida e outros secretagogos aumentam risco de hipoglicemia quando associados."
acarbose,Acarbose,glimepirida,Glimepirida,warning,Interação medicamentosa documentada no Bulário,interactions_text,high,false,"Insulina, glibenclamida, gliclazida, glimepirida, repaglinida e outros secretagogos aumentam risco de hipoglicemia quando associados."
acarbose,Acarbose,isoniazida,Isoniazida,warning,Interação medicamentosa documentada no Bulário,interactions_text,high,false,"Corticosteroides, diuréticos tiazídicos, contraceptivos hormonais, fenotiazinas, hormônios tireoidianos, simpaticomiméticos e isoniazida podem piorar controle glicêmico."
acarbose,Acarbose,neomicina-bacitracina-sulfato,Neomicina + Bacitracina Sulfato,warning,Interação medicamentosa documentada no Bulário,interactions_text,high,false,Neomicina pode aumentar efeitos gastrointestinais e reduzir hiperglicemia pós-prandial.
acarbose,Acarbose,repaglinida,Repaglinida,warning,Interação medicamentosa documentada no Bulário,interactions_text,high,false,"Insulina, glibenclamida, gliclazida, glimepirida, repaglinida e outros secretagogos aumentam risco de hipoglicemia quando associados."
acebrofilina,Acebrofilina,aminofilina,Aminofilina,warning,Risco de convulsão ou redução do limiar convulsivo,interactions_text,high,false,"Outras xantinas, como aminofilina e teofilina, podem aumentar risco de toxicidade, tremores, taquicardia, arritmias e convulsões."
acebrofilina,Acebrofilina,associacao-beclometasona-formoterol-ics-laba-inalatorio,Beclometasona + Formoterol,warning,Interação medicamentosa documentada no Bulário,interactions_text,high,false,"Beta-2 agonistas, como salbutamol, fenoterol, formoterol e salmeterol, podem somar taquicardia e hipocalemia."
acebrofilina,Acebrofilina,associacao-budesonida-formoterol-ics-laba-inalatorio,Budesonida + Formoterol,warning,Interação medicamentosa documentada no Bulário,interactions_text,high,false,"Beta-2 agonistas, como salbutamol, fenoterol, formoterol e salmeterol, podem somar taquicardia e hipocalemia."
acebrofilina,Acebrofilina,associacao-fluticasona-salmeterol-ics-laba-inalatorio,Fluticasona + Salmeterol,warning,Interação medicamentosa documentada no Bulário,interactions_text,high,false,"Beta-2 agonistas, como salbutamol, fenoterol, formoterol e salmeterol, podem somar taquicardia e hipocalemia."
acebrofilina,Acebrofilina,associacao-salbutamol-ipratropio-saba-sama-inalatorio,Salbutamol + Ipratrópio,warning,Interação medicamentosa documentada no Bulário,interactions_text,high,false,"Beta-2 agonistas, como salbutamol, fenoterol, formoterol e salmeterol, podem somar taquicardia e hipocalemia."
acebrofilina,Acebrofilina,bromidrato-de-fenoterol,Bromidrato de Fenoterol,warning,Interação medicamentosa documentada no Bulário,interactions_text,high,false,"Beta-2 agonistas, como salbutamol, fenoterol, formoterol e salmeterol, podem somar taquicardia e hipocalemia."
acebrofilina,Acebrofilina,ciprofloxacino,Ciprofloxacino,warning,Interação medicamentosa documentada no Bulário,interactions_text,high,false,"Eritromicina, claritromicina, ciprofloxacino, levofloxacino, fluconazol e cimetidina podem aumentar risco de toxicidade xantínica por analogia farmacológica."
acebrofilina,Acebrofilina,claritromicina,Claritromicina,warning,Interação medicamentosa documentada no Bulário,interactions_text,high,false,"Eritromicina, claritromicina, ciprofloxacino, levofloxacino, fluconazol e cimetidina podem aumentar risco de toxicidade xantínica por analogia farmacológica."
acebrofilina,Acebrofilina,fluconazol,Fluconazol,warning,Interação medicamentosa documentada no Bulário,interactions_text,high,false,"Eritromicina, claritromicina, ciprofloxacino, levofloxacino, fluconazol e cimetidina podem aumentar risco de toxicidade xantínica por analogia farmacológica."
acebrofilina,Acebrofilina,formoterol-di-hidratado,Formoterol Di-Hidratado,warning,Interação medicamentosa documentada no Bulário,interactions_text,high,false,"Beta-2 agonistas, como salbutamol, fenoterol, formoterol e salmeterol, podem somar taquicardia e hipocalemia."
acebrofilina,Acebrofilina,guaifenesina,Guaifenesina,warning,Interação medicamentosa documentada no Bulário,interactions_text,high,false,"Beta-2 agonistas, como salbutamol, fenoterol, formoterol e salmeterol, podem somar taquicardia e hipocalemia."
acebrofilina,Acebrofilina,levofloxacino,Levofloxacino,warning,Interação medicamentosa documentada no Bulário,interactions_text,high,false,"Eritromicina, claritromicina, ciprofloxacino, levofloxacino, fluconazol e cimetidina podem aumentar risco de toxicidade xantínica por analogia farmacológica."
acebrofilina,Acebrofilina,salbutamol-sulfato,Salbutamol Sulfato,warning,Interação medicamentosa documentada no Bulário,interactions_text,high,false,"Beta-2 agonistas, como salbutamol, fenoterol, formoterol e salmeterol, podem somar taquicardia e hipocalemia."
acebrofilina,Acebrofilina,salmeterol,Salmeterol,warning,Interação medicamentosa documentada no Bulário,interactions_text,high,false,"Beta-2 agonistas, como salbutamol, fenoterol, formoterol e salmeterol, podem somar taquicardia e hipocalemia."
acebrofilina,Acebrofilina,teofilina,Teofilina,warning,Risco de convulsão ou redução do limiar convulsivo,interactions_text,high,false,"Outras xantinas, como aminofilina e teofilina, podem aumentar risco de toxicidade, tremores, taquicardia, arritmias e convulsões."
acenocumarol,Acenocumarol,acido-acetilsalicilico,Ácido Acetilsalicílico,warning,Aumento de risco de sangramento,interactions_text,high,false,"Aumentam INR/risco de sangramento: amiodarona, fluconazol, voriconazol, metronidazol, sulfametoxazol + trimetoprima, ciprofloxacino, levofloxacino, moxifloxacino, claritromicina, eritromicina, isoniazida, tamoxifeno, paracetamol em uso repetido/altas doses, ácido acetilsalicílico, clopidogrel, ticagrelor, prasugrel, heparina, enoxaparina, apixabana, rivaroxabana, dabigatrana, AINEs e ISRS/IRSN."
acenocumarol,Acenocumarol,apixabana,Apixabana,warning,Aumento de risco de sangramento,interactions_text,high,false,"Aumentam INR/risco de sangramento: amiodarona, fluconazol, voriconazol, metronidazol, sulfametoxazol + trimetoprima, ciprofloxacino, levofloxacino, moxifloxacino, claritromicina, eritromicina, isoniazida, tamoxifeno, paracetamol em uso repetido/altas doses, ácido acetilsalicílico, clopidogrel, ticagrelor, prasugrel, heparina, enoxaparina, apixabana, rivaroxabana, dabigatrana, AINEs e ISRS/IRSN."
acenocumarol,Acenocumarol,carbamazepina,Carbamazepina,warning,Aumento de risco de sangramento,interactions_text,high,false,"Reduzem INR/efeito: rifampicina, carbamazepina, fenitoína, fenobarbital, primidona, griseofulvina, Hypericum perforatum e dietas ricas em vitamina K."
acenocumarol,Acenocumarol,ciprofloxacino,Ciprofloxacino,warning,Aumento de risco de sangramento,interactions_text,high,false,"Aumentam INR/risco de sangramento: amiodarona, fluconazol, voriconazol, metronidazol, sulfametoxazol + trimetoprima, ciprofloxacino, levofloxacino, moxifloxacino, claritromicina, eritromicina, isoniazida, tamoxifeno, paracetamol em uso repetido/altas doses, ácido acetilsalicílico, clopidogrel, ticagrelor, prasugrel, heparina, enoxaparina, apixabana, rivaroxabana, dabigatrana, AINEs e ISRS/IRSN."
acenocumarol,Acenocumarol,claritromicina,Claritromicina,warning,Aumento de risco de sangramento,interactions_text,high,false,"Aumentam INR/risco de sangramento: amiodarona, fluconazol, voriconazol, metronidazol, sulfametoxazol + trimetoprima, ciprofloxacino, levofloxacino, moxifloxacino, claritromicina, eritromicina, isoniazida, tamoxifeno, paracetamol em uso repetido/altas doses, ácido acetilsalicílico, clopidogrel, ticagrelor, prasugrel, heparina, enoxaparina, apixabana, rivaroxabana, dabigatrana, AINEs e ISRS/IRSN."
acenocumarol,Acenocumarol,cloridrato-de-amiodarona,Cloridrato de Amiodarona,warning,Aumento de risco de sangramento,interactions_text,high,false,"Aumentam INR/risco de sangramento: amiodarona, fluconazol, voriconazol, metronidazol, sulfametoxazol + trimetoprima, ciprofloxacino, levofloxacino, moxifloxacino, claritromicina, eritromicina, isoniazida, tamoxifeno, paracetamol em uso repetido/altas doses, ácido acetilsalicílico, clopidogrel, ticagrelor, prasugrel, heparina, enoxaparina, apixabana, rivaroxabana, dabigatrana, AINEs e ISRS/IRSN."
acenocumarol,Acenocumarol,cloridrato-de-prasugrel,Cloridrato de Prasugrel,warning,Aumento de risco de sangramento,interactions_text,high,false,"Aumentam INR/risco de sangramento: amiodarona, fluconazol, voriconazol, metronidazol, sulfametoxazol + trimetoprima, ciprofloxacino, levofloxacino, moxifloxacino, claritromicina, eritromicina, isoniazida, tamoxifeno, paracetamol em uso repetido/altas doses, ácido acetilsalicílico, clopidogrel, ticagrelor, prasugrel, heparina, enoxaparina, apixabana, rivaroxabana, dabigatrana, AINEs e ISRS/IRSN."
acenocumarol,Acenocumarol,fenitoina,Fenitoína,warning,Aumento de risco de sangramento,interactions_text,high,false,"Reduzem INR/efeito: rifampicina, carbamazepina, fenitoína, fenobarbital, primidona, griseofulvina, Hypericum perforatum e dietas ricas em vitamina K."
acenocumarol,Acenocumarol,fenobarbital,Fenobarbital,warning,Aumento de risco de sangramento,interactions_text,high,false,"Reduzem INR/efeito: rifampicina, carbamazepina, fenitoína, fenobarbital, primidona, griseofulvina, Hypericum perforatum e dietas ricas em vitamina K."
